日期,收盤價(還原權息),成交量
2008-01-02,31.34892463684082,1454800
2008-01-03,31.650352478027344,1434800
2008-01-04,30.604389190673828,2638800
2008-01-07,30.845537185668945,1826000
2008-01-08,30.821413040161133,1864600
2008-01-09,31.568971633911133,1724400
2008-01-10,31.861356735229492,2439800
2008-01-11,31.107791900634766,2259200
2008-01-14,31.4423770904541,1212400
2008-01-15,30.116079330444336,1900800
2008-01-16,28.958580017089844,3338200
2008-01-17,28.129629135131836,3145200
2008-01-18,28.744548797607422,3931800
2008-01-22,27.864381790161133,5044800
2008-01-23,28.165807723999023,3599400
2008-01-24,28.3647518157959,3348600
2008-01-25,27.701614379882812,3737000
2008-01-28,28.334611892700195,1645000
2008-01-29,28.44312286376953,1631800
2008-01-30,27.93973159790039,2987000
2008-01-31,28.60288429260254,3092000
2008-02-01,29.296175003051758,2586800
2008-02-04,29.2600040435791,2664200
2008-02-05,28.042221069335938,1659400
2008-02-06,27.611167907714844,2646400
2008-02-07,28.054277420043945,2271600
2008-02-08,27.87944984436035,2205600
2008-02-11,28.259260177612305,1466800
2008-02-12,28.3647518157959,2798200
2008-02-13,28.967632293701172,1453000
2008-02-14,28.63604164123535,1611200
2008-02-15,29.0731143951416,778200
2008-02-19,29.356462478637695,1286800
2008-02-20,29.591588973999023,1289800
2008-02-21,29.190671920776367,1416400
2008-02-22,29.630765914916992,1378000
2008-02-25,29.95630645751953,1411400
2008-02-26,30.51697540283203,1373200
2008-02-27,30.640575408935547,1573600
2008-02-28,30.38736343383789,1453600
2008-02-29,29.425796508789062,1308400
2008-03-03,29.594602584838867,1557200
2008-03-04,29.05201530456543,4079600
2008-03-05,29.597597122192383,1439000
2008-03-06,28.705366134643555,1505200
2008-03-07,28.394893646240234,1662800
2008-03-10,27.596097946166992,1419800
2008-03-11,29.461959838867188,1857600
2008-03-12,28.759626388549805,1891000
2008-03-13,28.702354431152344,2226600
2008-03-14,27.665422439575195,2729000
2008-03-17,26.76414680480957,3267400
2008-03-18,28.292409896850586,2060400
2008-03-19,26.712907791137695,1965800
2008-03-20,27.1168270111084,1885000
2008-03-24,28.132646560668945,1811400
2008-03-25,28.44011116027832,1857800
2008-03-26,28.0783748626709,1794400
2008-03-27,28.38585090637207,1368200
2008-03-28,28.177858352661133,1131400
2008-03-31,28.34364891052246,2115600
2008-04-01,29.178621292114258,3481200
2008-04-02,29.17259407043457,1709400
2008-04-03,29.480052947998047,2967400
2008-04-04,29.428815841674805,1547600
2008-04-07,29.5734920501709,1435000
2008-04-08,29.51321029663086,966400
2008-04-09,29.284116744995117,1235400
2008-04-10,29.79051399230957,1024200
2008-04-11,29.241914749145508,1424200
2008-04-14,29.28110122680664,840600
2008-04-15,29.77846908569336,678000
2008-04-16,30.402427673339844,1182000
2008-04-17,30.21554946899414,1401200
2008-04-18,30.519989013671875,2163800
2008-04-21,30.818401336669922,1193800
2008-04-22,30.550134658813477,2481000
2008-04-23,30.926929473876953,1344400
2008-04-24,30.746070861816406,915000
2008-04-25,31.0384521484375,3164600
2008-04-28,30.758121490478516,3015800
